
                  X             E33_3D40N1F        E33_3D40N2F        E33_3D40N3F        E33_3D40N4F        E33_3D40N5F   
              373.932            900.908E-12       -203.679E-06       -229.713E-06       -245.2E-06         -255.494E-06  
              374.412            513.924E-12       -204.476E-06       -230.612E-06       -246.16E-06        -256.494E-06  
              374.599            362.884E-12       -204.787E-06       -230.963E-06       -246.534E-06       -256.885E-06  
              374.911            111.464E-12       -205.305E-06       -231.547E-06       -247.158E-06       -257.534E-06  
              375.                39.6961E-12      -205.453E-06       -231.714E-06       -247.336E-06       -257.72E-06   
              375.134            -68.2875E-12      -205.675E-06       -231.965E-06       -247.604E-06       -257.999E-06  
              375.334           -229.636E-12       -206.008E-06       -232.34E-06        -248.004E-06       -258.416E-06  
              375.588           -434.531E-12       -206.43E-06        -232.816E-06       -248.512E-06       -258.946E-06  
              375.89            -677.98E-12        -206.932E-06       -233.382E-06       -249.116E-06       -259.575E-06  
              376.069           -822.155E-12       -207.229E-06       -233.717E-06       -249.473E-06       -259.947E-06  
              376.176           -908.783E-12       -207.408E-06       -233.918E-06       -249.688E-06       -260.171E-06  
              376.607             -1.25598E-09     -208.124E-06       -234.725E-06       -250.549E-06       -261.068E-06  
              376.765             -1.11348E-09     -208.385E-06       -235.02E-06        -250.865E-06       -261.397E-06  
              376.804             -1.07793E-09     -208.45E-06        -235.094E-06       -250.943E-06       -261.479E-06  
              376.869             -1.01875E-09     -208.559E-06       -235.216E-06       -251.074E-06       -261.615E-06  
              377.353           -581.473E-12       -209.362E-06       -236.122E-06       -252.041E-06       -262.622E-06  
              377.539           -413.218E-12       -209.671E-06       -236.471E-06       -252.413E-06       -263.01E-06   
              377.849           -133.124E-12       -210.185E-06       -237.051E-06       -253.032E-06       -263.655E-06  
              377.941            -49.4651E-12      -210.339E-06       -237.224E-06       -253.217E-06       -263.848E-06  
              378.08              76.4226E-12      -210.57E-06        -237.485E-06       -253.495E-06       -264.138E-06  
              378.274            251.523E-12       -210.892E-06       -237.847E-06       -253.882E-06       -264.541E-06  
              378.529            482.57E-12        -211.316E-06       -238.326E-06       -254.393E-06       -265.074E-06  
              378.828            752.507E-12       -211.812E-06       -238.885E-06       -254.99E-06        -265.696E-06  
              379.009            916.236E-12       -212.113E-06       -239.224E-06       -255.352E-06       -266.073E-06  
              379.118              1.01458E-09     -212.294E-06       -239.428E-06       -255.57E-06        -266.299E-06  
              379.554              1.40883E-09     -213.018E-06       -240.245E-06       -256.441E-06       -267.208E-06  
              379.706              1.25428E-09     -213.271E-06       -240.53E-06        -256.746E-06       -267.525E-06  
              379.744              1.21573E-09     -213.334E-06       -240.601E-06       -256.822E-06       -267.604E-06  
              379.807              1.15154E-09     -213.439E-06       -240.72E-06        -256.948E-06       -267.736E-06  
              380.294            657.392E-12       -214.248E-06       -241.632E-06       -257.922E-06       -268.751E-06  
              380.479            469.959E-12       -214.554E-06       -241.978E-06       -258.291E-06       -269.135E-06  
              380.786            157.951E-12       -215.065E-06       -242.554E-06       -258.906E-06       -269.776E-06  
              380.882             60.5342E-12      -215.224E-06       -242.734E-06       -259.098E-06       -269.976E-06  
              381.027            -86.0249E-12      -215.464E-06       -243.005E-06       -259.387E-06       -270.277E-06  
              381.214           -275.781E-12       -215.775E-06       -243.355E-06       -259.761E-06       -270.667E-06  
              381.471           -536.324E-12       -216.202E-06       -243.836E-06       -260.275E-06       -271.202E-06  
              381.766           -835.635E-12       -216.692E-06       -244.389E-06       -260.864E-06       -271.816E-06  
              381.949             -1.02152E-09     -216.997E-06       -244.732E-06       -261.231E-06       -272.198E-06  
              382.059             -1.13321E-09     -217.18E-06        -244.938E-06       -261.451E-06       -272.427E-06  
              382.5               -1.58085E-09     -217.913E-06       -245.764E-06       -262.333E-06       -273.347E-06  
              382.647             -1.4134E-09      -218.157E-06       -246.04E-06        -262.627E-06       -273.653E-06  
              382.684             -1.37163E-09     -218.218E-06       -246.109E-06       -262.7E-06         -273.729E-06  
              382.745             -1.30211E-09     -218.319E-06       -246.223E-06       -262.823E-06       -273.857E-06  
              383.235           -743.646E-12       -219.133E-06       -247.142E-06       -263.803E-06       -274.879E-06  
              383.419           -534.814E-12       -219.438E-06       -247.486E-06       -264.17E-06        -275.261E-06  
              383.724           -187.167E-12       -219.945E-06       -248.057E-06       -264.781E-06       -275.897E-06  
              383.824            -73.8907E-12      -220.11E-06        -248.244E-06       -264.98E-06        -276.104E-06  
              383.973             96.5452E-12      -220.358E-06       -248.524E-06       -265.279E-06       -276.416E-06  
              384.154            302.041E-12       -220.658E-06       -248.862E-06       -265.64E-06        -276.792E-06  
              384.412            595.899E-12       -221.088E-06       -249.346E-06       -266.156E-06       -277.33E-06   
              384.703            927.806E-12       -221.572E-06       -249.892E-06       -266.739E-06       -277.937E-06  
              384.889              1.13886E-09     -221.88E-06        -250.239E-06       -267.109E-06       -278.323E-06  
              385.                 1.26565E-09     -222.065E-06       -250.448E-06       -267.332E-06       -278.555E-06  
              385.446              1.77397E-09     -222.807E-06       -251.284E-06       -268.225E-06       -279.486E-06  
              385.588              1.59284E-09     -223.043E-06       -251.55E-06        -268.508E-06       -279.781E-06  
              385.624              1.54765E-09     -223.101E-06       -251.616E-06       -268.579E-06       -279.855E-06  
              385.682              1.4724E-09      -223.199E-06       -251.726E-06       -268.697E-06       -279.977E-06  
              386.176            841.31E-12        -224.019E-06       -252.652E-06       -269.685E-06       -281.007E-06  
              386.359            608.67E-12        -224.321E-06       -252.993E-06       -270.049E-06       -281.386E-06  
              386.662            221.405E-12       -224.825E-06       -253.561E-06       -270.655E-06       -282.018E-06  
              386.765             89.8215E-12      -224.995E-06       -253.754E-06       -270.861E-06       -282.232E-06  
              386.92            -108.119E-12       -225.253E-06       -254.044E-06       -271.171E-06       -282.555E-06  
